row_id,strategy,category,wave_id,target_case_relpath,target_inputs_relpath,observed_solver,observed_selected_case,observed_selected_inputs,case_match,inputs_match,row_score,console_entries,max_attempt,total_rate_limit_retries,last_attempt_rate_limit_retries,last_run_directory
8f7ccf0243473c24,hierarchical,RegTests,wave1,Exec/RegTests/ParticleTests,Exec/RegTests/ParticleTests/inputs_over_hill,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_002212_395451"
900b3f88f35b2073,hierarchical,RegTests,wave0,Exec/RegTests/WitchOfAgnesi,Exec/RegTests/WitchOfAgnesi/inputs_EB_multilevel,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_003124_522092"
91d955c98dbaf8ec,hierarchical,RegTests,wave1,Exec/RegTests/Bubble,Exec/RegTests/Bubble/inputs_squall2d_x,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_004136_704439"
94772f74c97b17a1,hierarchical,ABL,wave0,Exec/ABL,Exec/ABL/inputs_most,PeleC,Exec/RegTests/TG,Exec/RegTests/TG/tg-2.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_005200_287097"
9634472d23ee150d,hierarchical,ABL,wave1,Exec/ABL/column_diffusion_test,Exec/ABL/column_diffusion_test/inputs_sfclay,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_010004_583946"
975e73596660e2e4,hierarchical,RegTests,wave0,Exec/RegTests/Couette_Poiseuille,Exec/RegTests/Couette_Poiseuille/inputs_couette_y,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_011025_390479"
986363e97e04cf16,hierarchical,RegTests,wave0,Exec/RegTests/WitchOfAgnesi,Exec/RegTests/WitchOfAgnesi/inputs_EB_y,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_011945_321535"
9a6fdfe94d4a0de8,hierarchical,CanonicalFlows,wave2,Exec/CanonicalFlows/DensityCurrent,Exec/CanonicalFlows/DensityCurrent/inputs_hybrid,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_012716_875756"
9aa20744dbed59f7,hierarchical,RegTests,wave1,Exec/RegTests/Terrain3d_Hemisphere,Exec/RegTests/Terrain3d_Hemisphere/inputs_EB,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_013725_481251"
a4e50e087b4b88d1,hierarchical,RegTests,wave0,Exec/RegTests/MultiSpeciesBubble,Exec/RegTests/MultiSpeciesBubble/inputs_moist_bubble.02species,PeleC,Exec/RegTests/TG,Exec/RegTests/TG/tg-2.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_014648_760207"
b4a636f4cce992b8,hierarchical,RegTests,wave2,Exec/RegTests/WitchOfAgnesi,Exec/RegTests/WitchOfAgnesi/inputs_most_test,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_015548_835297"
b8c23290959781cc,hierarchical,RegTests,wave0,Exec/RegTests/IsentropicVortex,Exec/RegTests/IsentropicVortex/inputs_stationary_no_msf,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_020350_434185"
b9e263561623ce24,hierarchical,DevTests,wave2,Exec/DevTests/WindFarmTests/WindFarm/Fitch,Exec/DevTests/WindFarmTests/WindFarm/Fitch/inputs_AWAKEN_Fitch_KingPlains,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,1,1,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_020610_376859"
bd834f7aa9fce2f1,hierarchical,DevTests,wave0,Exec/DevTests/WindFarmTests/WindFarm/Fitch,Exec/DevTests/WindFarmTests/WindFarm/Fitch/inputs_AWAKEN_Fitch_KingPlains,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_021632_204166"
beabac2255eb1381,hierarchical,RegTests,wave0,Exec/RegTests/MultiSpeciesBubble,Exec/RegTests/MultiSpeciesBubble/inputs_dry_bubble.01species,PeleC,Exec/RegTests/TG,Exec/RegTests/TG/tg-2.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_022659_249043"
c22b5166bc752ddc,hierarchical,CanonicalFlows,wave2,Exec/CanonicalFlows/DensityCurrent,Exec/CanonicalFlows/DensityCurrent/inputs_hybrid_zlev,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_023612_617723"
ca121bbd8567cee1,hierarchical,ABL,wave2,Exec/ABL/Scaling/Perlmutter,Exec/ABL/Scaling/Perlmutter/inputs_smagorinsky_StrongScaling,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_024422_659477"
d4ff3983e853152c,hierarchical,ABL,wave2,Exec/ABL,Exec/ABL/inputs_deardorff_msf,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_025356_687198"
d59c797241bb0a3b,hierarchical,RegTests,wave2,Exec/RegTests/Bubble,Exec/RegTests/Bubble/inputs_BF02_moist_bubble_OpenBC,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_030318_217800"
d7650878c7b9e6fb,hierarchical,RegTests,wave2,Exec/RegTests/ScalarAdvDiff,Exec/RegTests/ScalarAdvDiff/inputs_advect_uniformU,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_031225_324457"
d78a69f22d771488,hierarchical,RegTests,wave0,Exec/RegTests/Terrain2d_Cylinder,Exec/RegTests/Terrain2d_Cylinder/inputs,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_032232_431199"
db4e657509d10746,hierarchical,RegTests,wave0,Exec/RegTests/ScalarAdvDiff,Exec/RegTests/ScalarAdvDiff/inputs_WENO_Z,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_033150_642090"
dea760769a6cda9c,hierarchical,CanonicalFlows,wave0,Exec/CanonicalFlows/SuperCell_3D,Exec/CanonicalFlows/SuperCell_3D/inputs_moisture_Tissaoui,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_034113_869497"
e22751b24f2fd087,hierarchical,RegTests,wave0,Exec/RegTests/StokesSecondProblem,Exec/RegTests/StokesSecondProblem/inputs,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_035027_880360"
e4dda71206cf700e,hierarchical,RegTests,wave2,Exec/RegTests/WitchOfAgnesi,Exec/RegTests/WitchOfAgnesi/inputs_EB_anelastic,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_035939_846225"
e4e660bdea33ede2,hierarchical,RegTests,wave2,Exec/RegTests/IsentropicVortex,Exec/RegTests/IsentropicVortex/inputs_advecting_no_msf,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_041001_231504"
e865e13d142b3282,hierarchical,RegTests,wave1,Exec/RegTests/ScalarAdvDiff,Exec/RegTests/ScalarAdvDiff/inputs_test_rayleigh,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_042033_766404"
efefa2fa3b6c6685,hierarchical,CanonicalFlows,wave0,Exec/CanonicalFlows/SquallLine_2D,Exec/CanonicalFlows/SquallLine_2D/inputs_ml,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_042952_079702"
f03e0b5fcd298923,hierarchical,RegTests,wave1,Exec/RegTests/Terrain3d_Hemisphere,Exec/RegTests/Terrain3d_Hemisphere/inputs_FittedMesh,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_044002_304867"
f4b7fbcf2fd600d8,hierarchical,RegTests,wave1,Exec/RegTests/Bubble,Exec/RegTests/Bubble/inputs_BF02_moist_bubble_SAM,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_044948_344225"
f51acb0e294033b0,hierarchical,ABL,wave2,Exec/ABL,Exec/ABL/inputs_GABLS1_deardorff,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_045753_793110"
f5d00c4d9faa26b1,hierarchical,RegTests,wave2,Exec/RegTests/WitchOfAgnesi,Exec/RegTests/WitchOfAgnesi/inputs_EB_anelastic_twolevel,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_050702_996087"
f7f0fe9b158bfc49,hierarchical,ABL,wave0,Exec/ABL,Exec/ABL/inputs_vel_avg,PeleC,Exec/RegTests/Sedov,Exec/RegTests/Sedov/sedov-1.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_051719_981095"
f806ff461babe232,hierarchical,ABL,wave0,Exec/ABL,Exec/ABL/inputs_GABLS1_ysu,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_052733_024990"
f8ac8735c653a08a,hierarchical,CanonicalFlows,wave0,Exec/CanonicalFlows/SquallLine_2D,Exec/CanonicalFlows/SquallLine_2D/inputs_moisture_Gabersek,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_053641_963633"
f9f6f930077c05b7,hierarchical,RegTests,wave0,Exec/RegTests/Couette_Poiseuille,Exec/RegTests/Couette_Poiseuille/inputs_couette_x,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_054658_286833"
fc44ea8611497ca0,hierarchical,RegTests,wave2,Exec/RegTests/ScalarAdvDiff,Exec/RegTests/ScalarAdvDiff/inputs_WENO_Z,PeleC,Exec/Production/PistonBowl,Exec/Production/PistonBowl/inputs/example.inp,0,0,0.0,1,1,5,5,"results/track2/wave1_hierarchical_20260313_144401/hierarchical/run_20260314_060636_584245"
